avg_word_length,sentence_length_words,type_token_ratio,causal_marker_ratio,contrast_marker_ratio,named_entity_density,sent_id,para_id,sent_idx,sent_text,start_char,end_char,rst_relation,rst_nuclearity,rst_tree_depth,span_importance_score,sentence_position_ratio,named_entity_count,prev_next_cohesion_score,paragraph_discourse_continuity_score,cue_word_flags,content_word_density,sentence_length_tokens,lexical_density,syntactic_complexity_score,readability_score,discourse_marker_features,pronoun_usage_features,temporal_marker_features,pos_ratio_NN,pos_ratio_NNP,pos_ratio_NNS,pos_ratio_VB,pos_ratio_VBD,pos_ratio_VBG,pos_ratio_VBN,pos_ratio_VBP,pos_ratio_VBZ,pos_ratio_JJ,pos_ratio_RB,punctuation_pattern_comma_count,punctuation_pattern_semicolon_count,concreteness_noun_count,concreteness_total,prev_sent_label,concreteness_ratio,surprisal_sentence_total,surprisal_sentence_per_token,surprisal_word_mean,surprisal_word_max,surprisal_word_std,prev_sent_text,next_sent_text,full_text,hybrid_salient
5.642857142857143,14,1.0,0.0,0.0,0.0714285714285714,squad_v2_56d61c4e1c85041400946f1d_s0,squad_v2_56d61c4e1c85041400946f1d,0,The Internet was extensively used for passing information to aid rescue and recovery efforts.,0,93,Purpose,NS,4.0,0.75,0.0,0.6931471805599453,0.15625,1.0,missing,0.6428571428571429,2.70805020110221,0.6428571428571429,1,22.410000000000025,,,,0.2666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0666666666666666,0,0,6,15,missing,0.4,101.44563313719408,6.763042209146272,7.18559133392299,2.7663811897412844,4.650454479217023,,"For example, the official news agency Xinhua set up an online rescue request center in order to find the blind spots of disaster recovery."," [SEP] The Internet was extensively used for passing information to aid rescue and recovery efforts. [SEP] For example, the official news agency Xinhua set up an online rescue request center in order to find the blind spots of disaster recovery.",0
4.708333333333333,24,0.9583333333333334,0.0,0.0,0.0416666666666666,squad_v2_56d61c4e1c85041400946f1d_s1,squad_v2_56d61c4e1c85041400946f1d,1,"For example, the official news agency Xinhua set up an online rescue request center in order to find the blind spots of disaster recovery.",94,232,Purpose,NS,5.0,0.75,0.2,0.6931471805599453,0.1291454081632653,0.5,missing,0.7083333333333334,3.2188758248682006,0.7083333333333334,1,43.78346153846158,,,,0.3846153846153846,0.0384615384615384,0.0384615384615384,0.0384615384615384,0.0384615384615384,0.0,,0.0,0.0,0.0769230769230769,0.0,1,0,12,26,0.0,0.4615384615384615,144.80163680238397,5.36302358527348,6.130635559872663,2.7947876674219163,3.902879720834708,The Internet was extensively used for passing information to aid rescue and recovery efforts.,"After knowing that rescue helicopters had trouble landing into the epicenter area in Wenchuan, a student proposed a landing spot online and it was chosen as the first touchdown place for the helicopters[not in citation given].","The Internet was extensively used for passing information to aid rescue and recovery efforts. [SEP] For example, the official news agency Xinhua set up an online rescue request center in order to find the blind spots of disaster recovery. [SEP] After knowing that rescue helicopters had trouble landing into the epicenter area in Wenchuan, a student proposed a landing spot online and it was chosen as the first touchdown place for the helicopters[not in citation given].",0
5.054054054054054,37,0.8378378378378378,0.027027027027027,0.0,0.027027027027027,squad_v2_56d61c4e1c85041400946f1d_s2,squad_v2_56d61c4e1c85041400946f1d,2,"After knowing that rescue helicopters had trouble landing into the epicenter area in Wenchuan, a student proposed a landing spot online and it was chosen as the first touchdown place for the helicopters[not in citation given].",233,459,Contrast,NS,8.0,0.75,0.4,0.6931471805599453,0.073747680890538,0.0,first,0.6756756756756757,3.6375861597263857,0.6756756756756757,2,29.03463414634149,first,it,after|now,0.2195121951219512,0.048780487804878,0.048780487804878,0.0,0.073170731707317,0.048780487804878,0.048780487804878,0.024390243902439,0.0,0.073170731707317,0.024390243902439,1,0,13,41,0.0,0.3170731707317073,289.5161849286715,6.73293453322492,7.858076696070078,3.0482481737853724,4.841798119473392,"For example, the official news agency Xinhua set up an online rescue request center in order to find the blind spots of disaster recovery.",Volunteers also set up several websites to help store contact information for victims and evacuees.,"For example, the official news agency Xinhua set up an online rescue request center in order to find the blind spots of disaster recovery. [SEP] After knowing that rescue helicopters had trouble landing into the epicenter area in Wenchuan, a student proposed a landing spot online and it was chosen as the first touchdown place for the helicopters[not in citation given]. [SEP] Volunteers also set up several websites to help store contact information for victims and evacuees.",0
5.6,15,1.0,0.0,0.0,0.0,squad_v2_56d61c4e1c85041400946f1d_s3,squad_v2_56d61c4e1c85041400946f1d,3,Volunteers also set up several websites to help store contact information for victims and evacuees.,460,559,Purpose,NS,6.0,0.75,0.6,0.0,0.0383522727272727,0.0,missing,0.8,2.772588722239781,0.8,1,31.97,,,,0.0625,0.0,0.25,0.125,0.0,0.0,,0.0625,0.0,0.125,0.0625,0,0,5,16,0.0,0.3125,102.044209637816,5.669122757656445,6.727176027213015,2.8078339480104684,5.092913596121656,"After knowing that rescue helicopters had trouble landing into the epicenter area in Wenchuan, a student proposed a landing spot online and it was chosen as the first touchdown place for the helicopters[not in citation given].","On May 31, a rescue helicopter carrying earthquake survivors and crew members crashed in fog and turbulence in Wenchuan county.","After knowing that rescue helicopters had trouble landing into the epicenter area in Wenchuan, a student proposed a landing spot online and it was chosen as the first touchdown place for the helicopters[not in citation given]. [SEP] Volunteers also set up several websites to help store contact information for victims and evacuees. [SEP] On May 31, a rescue helicopter carrying earthquake survivors and crew members crashed in fog and turbulence in Wenchuan county.",0
5.473684210526316,19,0.8947368421052632,0.0,0.0,0.1052631578947368,squad_v2_56d61c4e1c85041400946f1d_s4,squad_v2_56d61c4e1c85041400946f1d,4,"On May 31, a rescue helicopter carrying earthquake survivors and crew members crashed in fog and turbulence in Wenchuan county.",560,687,Elaboration,NS,6.0,0.75,0.8,1.0986122886681098,0.015625,0.5,missing,0.7,3.044522437723423,0.7,3,49.91409090909093,,,,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.0,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0,0.0,1,0,10,22,1.0,0.4545454545454545,146.2070432868285,6.091960136951188,7.341186321761216,3.174907051397517,4.920536442167542,Volunteers also set up several websites to help store contact information for victims and evacuees.,No-one survived.,"Volunteers also set up several websites to help store contact information for victims and evacuees. [SEP] On May 31, a rescue helicopter carrying earthquake survivors and crew members crashed in fog and turbulence in Wenchuan county. [SEP] No-one survived.",0
8.0,1,1.0,0.0,0.0,0.0,squad_v2_56d61c4e1c85041400946f1d_s5,squad_v2_56d61c4e1c85041400946f1d,5,No-one survived.,688,704,Elaboration,NS,4.0,0.75,1.0,0.0,0.0,1.0,missing,1.0,1.0986122886681098,1.0,0,34.59000000000003,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,0,3,0.0,0.0,22.47665040445823,4.495330080891646,10.52863609476856,2.744205867807755,4.023622383013974,"On May 31, a rescue helicopter carrying earthquake survivors and crew members crashed in fog and turbulence in Wenchuan county.",,"On May 31, a rescue helicopter carrying earthquake survivors and crew members crashed in fog and turbulence in Wenchuan county. [SEP] No-one survived. [SEP] ",0
4.6,10,1.0,0.0,0.0,0.1,squad_v2_56dff532231d4119001abf05_s0,squad_v2_56dff532231d4119001abf05,0,"In Ireland, pubs are known for their atmosphere or ""craic"".",0,59,Elaboration,NS,4.0,0.75,0.0,0.6931471805599453,0.0909090909090909,0.0,missing,0.6,2.3978952727983707,0.6,2,95.93928571428572,,,now,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0714285714285714,0.0,1,0,3,14,missing,0.2142857142857142,109.25554789940384,7.28370319329359,9.01172806627886,2.820132114632145,5.321265766911196,,"In Irish, a pub is referred to as teach tábhairne (""tavernhouse"") or teach óil (""drinkinghouse"")."," [SEP] In Ireland, pubs are known for their atmosphere or ""craic"". [SEP] In Irish, a pub is referred to as teach tábhairne (""tavernhouse"") or teach óil (""drinkinghouse"").",0
4.866666666666666,15,0.9333333333333332,0.0666666666666666,0.0,0.0666666666666666,squad_v2_56dff532231d4119001abf05_s1,squad_v2_56dff532231d4119001abf05,1,"In Irish, a pub is referred to as teach tábhairne (""tavernhouse"") or teach óil (""drinkinghouse"").",60,157,Restatement,NS,6.0,0.75,0.2,0.6931471805599453,0.1168831168831168,0.0,missing,0.6,2.772588722239781,0.6,2,96.86,,,,0.16,0.04,0.0,0.12,0.0,0.0,0.04,0.0,0.04,0.0,0.0,1,0,5,25,0.0,0.2,186.9643437973691,6.924605325828486,11.55683693862701,3.74784225202665,11.605205455313026,"In Ireland, pubs are known for their atmosphere or ""craic"".","Live music, either sessions of traditional Irish music or varieties of modern popular music, is frequently featured in the pubs of Ireland.","In Ireland, pubs are known for their atmosphere or ""craic"". [SEP] In Irish, a pub is referred to as teach tábhairne (""tavernhouse"") or teach óil (""drinkinghouse""). [SEP] Live music, either sessions of traditional Irish music or varieties of modern popular music, is frequently featured in the pubs of Ireland.",0
5.227272727272728,22,0.8181818181818182,0.0,0.0,0.0454545454545454,squad_v2_56dff532231d4119001abf05_s2,squad_v2_56dff532231d4119001abf05,2,"Live music, either sessions of traditional Irish music or varieties of modern popular music, is frequently featured in the pubs of Ireland.",158,297,Elaboration,NS,4.0,0.75,0.4,1.0986122886681098,0.152073732718894,0.0,missing,0.6818181818181818,3.1354942159291497,0.6818181818181818,3,35.94800000000001,,,,0.16,0.04,0.08,0.0,0.0,0.0,0.04,0.0,0.04,0.2,0.04,2,0,7,25,0.0,0.28,123.3930227804831,4.935720911219324,5.848450382209982,2.7369118836124193,4.536055134519332,"In Irish, a pub is referred to as teach tábhairne (""tavernhouse"") or teach óil (""drinkinghouse"").",Pubs in Northern Ireland are largely identical to their counterparts in the Republic of Ireland except for the lack of spirit grocers.,"In Irish, a pub is referred to as teach tábhairne (""tavernhouse"") or teach óil (""drinkinghouse""). [SEP] Live music, either sessions of traditional Irish music or varieties of modern popular music, is frequently featured in the pubs of Ireland. [SEP] Pubs in Northern Ireland are largely identical to their counterparts in the Republic of Ireland except for the lack of spirit grocers.",0
5.090909090909091,22,0.8181818181818182,0.0,0.0,0.2272727272727272,squad_v2_56dff532231d4119001abf05_s3,squad_v2_56dff532231d4119001abf05,3,Pubs in Northern Ireland are largely identical to their counterparts in the Republic of Ireland except for the lack of spirit grocers.,298,432,Context,NS,5.0,0.75,0.6,1.6094379124341003,0.1271567891972993,0.0,missing,0.5909090909090909,3.1354942159291497,0.5909090909090909,0,36.35956521739132,,,,0.0869565217391304,0.217391304347826,0.0869565217391304,0.0,0.0,0.0,,0.0434782608695652,0.0,0.0434782608695652,0.0434782608695652,0,0,9,23,0.0,0.391304347826087,113.72168961186983,4.548867584474794,5.085111593263071,2.9610318514996226,5.190147337324942,"Live music, either sessions of traditional Irish music or varieties of modern popular music, is frequently featured in the pubs of Ireland.","A side effect of ""The Troubles"" was that the lack of a tourist industry meant that a higher proportion of traditional bars have survived the wholesale refitting of Irish pub interiors in the 'English style' in the 1950s and 1960s.","Live music, either sessions of traditional Irish music or varieties of modern popular music, is frequently featured in the pubs of Ireland. [SEP] Pubs in Northern Ireland are largely identical to their counterparts in the Republic of Ireland except for the lack of spirit grocers. [SEP] A side effect of ""The Troubles"" was that the lack of a tourist industry meant that a higher proportion of traditional bars have survived the wholesale refitting of Irish pub interiors in the 'English style' in the 1950s and 1960s.",0
